accession,reference_length,covered_bases,reads_aligned,mean_coverage,RPKMF,sequence_name,taxid,kingdom,phylum,class,order,family,genus,species,associated_with_(not_categorized),grouped_association,subspecies,strain,sample_ID,total_filtered_reads_in_sample,description,solid_fluid,sample_type
KT327081.1,7441,7337,2997,"61,584282000","5,47237e+01","Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome",1807764,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/G1/Zhejiang1/China/2014,Sapovirus Hu/G1/Zhejiang1/China/2014,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
KX894315.1,7450,5418,148,"2,969315000","2,69914e+00","Sapovirus GII.8 isolate Hu/GII.8/Miaoli/05-099-515478/2014/TW polyprotein and minor structural protein genes, complete cds",1697440,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.8,Sapovirus GII.8,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
LC190463.1,7448,3686,92,"1,870101500","1,67829e+00","Sapovirus Hu/GII/JP/2010/Kashiwa1 genomic RNA, complete genome, strain: Kashiwa 1",1907585,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GII/JP/2010/Kashiwa1,Sapovirus Hu/GII/JP/2010/Kashiwa1,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
LC380411.1,7443,2134,34,"0,686685860","6,20656e-01","Sapovirus Hu/GI.6/Nichinan/FP05284/2005/JPN genomic RNA, complete genome",2169442,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.6/Nichinan/FP05284/2005/JPN,Sapovirus Hu/GI.6/Nichinan/FP05284/2005/JPN,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
MG012443.1,7430,1348,16,"0,329945060","2,92584e-01","Sapovirus GI.6 strain Hu/US/2015/GI.6/Nashville9367 ORF1 polyprotein and ORF2 protein genes, complete cds",1697444,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GI.6,Sapovirus GI.6,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
MG012444.1,7483,6766,461,"9,360698000","8,37038e+00","Sapovirus GII.1 strain Hu/US/2015/GII.1/Nashville9343 ORF1 polyprotein and ORF2 protein genes, complete cds",1398548,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.1,Sapovirus GII.1,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
MG012448.1,7447,6605,541,"10,890503000","9,87042e+00","Sapovirus GII.5 strain Hu/GT/2014/GII.5/SantaRosa3812 ORF1 polyprotein and ORF2 protein genes, complete cds",1697443,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.5,Sapovirus GII.5,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
X86560.1,7431,4500,612,"12,840132000","1,11898e+01","Sapporo virus-Manchester polyprotein and hypothetical proteins, genomic RNA",82659,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapporo virus-Manchester,Sapporo virus-Manchester,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
AB614356.1,7476,3368,72,"1,474065000","1,17275e+00","Sapovirus Hu/GI.2/BR-DF01/BRA/2009 RNA, complete genome",985691,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.2/BR-DF01/BRA/2009,Sapovirus Hu/GI.2/BR-DF01/BRA/2009,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
AB623037.2,7442,3987,104,"2,088453000","1,70171e+00","Sapovirus Hu/OH08021/2008/JP genomic RNA, complete genome",1003429,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/OH08021/2008/JP,Sapovirus Hu/OH08021/2008/JP,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
AB775659.2,7521,4678,107,"2,156152500","1,73241e+00","Sapovirus Hu/Nagoya/NGY-1/2012/JPN genomic RNA, complete genome",1280920,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Nagoya/NGY-1/2012/JPN,Sapovirus Hu/Nagoya/NGY-1/2012/JPN,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
AJ249939.1,7490,3290,110,"2,255994600","1,78835e+00","Human calicivirus SLV/Bristol/98/UK gene for polyprotein and ORF2, genomic RNA",248942,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Bristol/1998/UK,Sapovirus Hu/Bristol/1998/UK,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
AY237420.2,7458,2294,39,"0,827859900","6,36772e-01","Sapovirus Mc10 polyprotein precursor, mRNA, complete cds; and unknown mRNA",234601,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Mc10,Sapovirus Mc10,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
AY646854.2,7429,1144,50,"1,022668000","8,19561e-01","Sapovirus Chanthaburi-74/Thailand, complete genome",300715,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Chanthaburi-74/Thailand,Sapovirus Chanthaburi-74/Thailand,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
AY646856.2,7500,7482,1066,"21,438368000","1,73076e+01","Sapovirus NongKhai-24/Thailand, complete genome",300717,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus NongKhai-24/Thailand,Sapovirus NongKhai-24/Thailand,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
AY694184.2,7429,1166,27,"0,599670300","4,42563e-01","Sapovirus Hu/Dresden/pJG-Sap01/DE, complete genome",291175,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Dresden/pJG-Sap01/DE,Sapovirus Hu/Dresden/pJG-Sap01/DE,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
DQ125333.1,7437,7367,1713,"34,840263000","2,80479e+01","Sapovirus Hu/Angelholm/SW278/2004/SE polyprotein mRNA, complete cds; and unknown genes",343513,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Angelholm/SW278/2004/SE,Sapovirus Hu/Angelholm/SW278/2004/SE,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
KP298674.1,7429,7253,612,"12,441270000","1,00314e+01","Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome",1652048,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
KT327081.1,7441,7352,1135,"23,286243000","1,85740e+01","Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome",1807764,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/G1/Zhejiang1/China/2014,Sapovirus Hu/G1/Zhejiang1/China/2014,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
KX894315.1,7450,3172,81,"1,670684900","1,32395e+00","Sapovirus GII.8 isolate Hu/GII.8/Miaoli/05-099-515478/2014/TW polyprotein and minor structural protein genes, complete cds",1697440,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.8,Sapovirus GII.8,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
LC380411.1,7443,1543,24,"0,498423160","3,92649e-01","Sapovirus Hu/GI.6/Nichinan/FP05284/2005/JPN genomic RNA, complete genome",2169442,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.6/Nichinan/FP05284/2005/JPN,Sapovirus Hu/GI.6/Nichinan/FP05284/2005/JPN,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
MG012443.1,7430,1331,15,"0,300000000","2,45835e-01","Sapovirus GI.6 strain Hu/US/2015/GI.6/Nashville9367 ORF1 polyprotein and ORF2 protein genes, complete cds",1697444,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GI.6,Sapovirus GI.6,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
MG012444.1,7483,6194,330,"6,668621000","5,37007e+00","Sapovirus GII.1 strain Hu/US/2015/GII.1/Nashville9343 ORF1 polyprotein and ORF2 protein genes, complete cds",1398548,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.1,Sapovirus GII.1,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
MG012448.1,7447,3471,57,"1,174866400","9,32041e-01","Sapovirus GII.5 strain Hu/GT/2014/GII.5/SantaRosa3812 ORF1 polyprotein and ORF2 protein genes, complete cds",1697443,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.5,Sapovirus GII.5,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
X86560.1,7431,2842,141,"2,920890000","2,31054e+00","Sapporo virus-Manchester polyprotein and hypothetical proteins, genomic RNA",82659,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapporo virus-Manchester,Sapporo virus-Manchester,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
AB614356.1,7476,1917,22,"0,425607400","3,85263e-01","Sapovirus Hu/GI.2/BR-DF01/BRA/2009 RNA, complete genome",985691,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.2/BR-DF01/BRA/2009,Sapovirus Hu/GI.2/BR-DF01/BRA/2009,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
AB623037.2,7442,1335,17,"0,349149760","2,99063e-01","Sapovirus Hu/OH08021/2008/JP genomic RNA, complete genome",1003429,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/OH08021/2008/JP,Sapovirus Hu/OH08021/2008/JP,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
AB775659.2,7521,1991,17,"0,366843040","2,95922e-01","Sapovirus Hu/Nagoya/NGY-1/2012/JPN genomic RNA, complete genome",1280920,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Nagoya/NGY-1/2012/JPN,Sapovirus Hu/Nagoya/NGY-1/2012/JPN,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
AJ249939.1,7490,4842,118,"2,412397900","2,06255e+00","Human calicivirus SLV/Bristol/98/UK gene for polyprotein and ORF2, genomic RNA",248942,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Bristol/1998/UK,Sapovirus Hu/Bristol/1998/UK,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
AY237420.2,7458,4738,90,"1,824712600","1,57988e+00","Sapovirus Mc10 polyprotein precursor, mRNA, complete cds; and unknown mRNA",234601,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Mc10,Sapovirus Mc10,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
AY646856.2,7500,6709,265,"5,416599000","4,62582e+00","Sapovirus NongKhai-24/Thailand, complete genome",300717,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus NongKhai-24/Thailand,Sapovirus NongKhai-24/Thailand,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
DQ125333.1,7437,7431,972,"19,606422000","1,71109e+01","Sapovirus Hu/Angelholm/SW278/2004/SE polyprotein mRNA, complete cds; and unknown genes",343513,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Angelholm/SW278/2004/SE,Sapovirus Hu/Angelholm/SW278/2004/SE,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
DQ366345.1,7447,1275,14,"0,281211470","2,46122e-01","Sapovirus Hu/Ehime643/March 2000/JP ORF1, ORF3, and ORF2 mRNA, complete cds",369964,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Ehime643/March 2000/JP,Sapovirus Hu/Ehime643/March 2000/JP,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
KP298674.1,7429,4639,125,"2,520813200","2,20284e+00","Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome",1652048,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
KT327081.1,7441,6596,334,"6,933480000","5,87651e+00","Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome",1807764,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/G1/Zhejiang1/China/2014,Sapovirus Hu/G1/Zhejiang1/China/2014,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
KX894315.1,7450,3808,74,"1,477808200","1,30041e+00","Sapovirus GII.8 isolate Hu/GII.8/Miaoli/05-099-515478/2014/TW polyprotein and minor structural protein genes, complete cds",1697440,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.8,Sapovirus GII.8,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
LC190463.1,7448,1025,18,"0,323650300","3,16400e-01","Sapovirus Hu/GII/JP/2010/Kashiwa1 genomic RNA, complete genome, strain: Kashiwa 1",1907585,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GII/JP/2010/Kashiwa1,Sapovirus Hu/GII/JP/2010/Kashiwa1,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
MG012444.1,7483,6216,320,"6,561162000","5,59858e+00","Sapovirus GII.1 strain Hu/US/2015/GII.1/Nashville9343 ORF1 polyprotein and ORF2 protein genes, complete cds",1398548,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.1,Sapovirus GII.1,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
MG012448.1,7447,3985,85,"1,730300100","1,49431e+00","Sapovirus GII.5 strain Hu/GT/2014/GII.5/SantaRosa3812 ORF1 polyprotein and ORF2 protein genes, complete cds",1697443,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.5,Sapovirus GII.5,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
X86560.1,7431,1321,25,"0,507347900","4,40450e-01","Sapporo virus-Manchester polyprotein and hypothetical proteins, genomic RNA",82659,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapporo virus-Manchester,Sapporo virus-Manchester,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
AB522390.3,7452,1616,43,"0,874007100","6,36532e-01","Sapovirus Hu/D1714-B/2008/JPN genomic RNA, complete genome",674086,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/D1714-B/2008/JPN,Sapovirus Hu/D1714-B/2008/JPN,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
AB614356.1,7476,4761,114,"2,300709700","1,68213e+00","Sapovirus Hu/GI.2/BR-DF01/BRA/2009 RNA, complete genome",985691,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.2/BR-DF01/BRA/2009,Sapovirus Hu/GI.2/BR-DF01/BRA/2009,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
AB623037.2,7442,7213,482,"9,858612000","7,14466e+00","Sapovirus Hu/OH08021/2008/JP genomic RNA, complete genome",1003429,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/OH08021/2008/JP,Sapovirus Hu/OH08021/2008/JP,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
AB775659.2,7521,6986,349,"7,126577000","5,11887e+00","Sapovirus Hu/Nagoya/NGY-1/2012/JPN genomic RNA, complete genome",1280920,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Nagoya/NGY-1/2012/JPN,Sapovirus Hu/Nagoya/NGY-1/2012/JPN,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
AY237420.2,7458,2546,37,"0,759304900","5,47273e-01","Sapovirus Mc10 polyprotein precursor, mRNA, complete cds; and unknown mRNA",234601,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Mc10,Sapovirus Mc10,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
AY646856.2,7500,7496,2018,"40,585987000","2,96814e+01","Sapovirus NongKhai-24/Thailand, complete genome",300717,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus NongKhai-24/Thailand,Sapovirus NongKhai-24/Thailand,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
DQ125333.1,7437,7437,4416,"89,510770000","6,55022e+01","Sapovirus Hu/Angelholm/SW278/2004/SE polyprotein mRNA, complete cds; and unknown genes",343513,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/Angelholm/SW278/2004/SE,Sapovirus Hu/Angelholm/SW278/2004/SE,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
GQ261222.1,7458,1057,20,"0,424740020","2,95823e-01","Sapovirus Hu/BD/697/2005/BGD nonfunctional polyprotein gene, complete sequence",658647,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/BD/697/2005/BGD,Sapovirus Hu/BD/697/2005/BGD,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
KP298674.1,7429,7144,755,"15,515593000","1,12109e+01","Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome",1652048,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
KT327081.1,7441,7320,2520,"51,928130000","3,73589e+01","Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome",1807764,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/G1/Zhejiang1/China/2014,Sapovirus Hu/G1/Zhejiang1/China/2014,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
KX431437.1,7563,4555,99,"1,970322400","1,44399e+00","Sapporo virus isolate Hu/GV/0003/Sollentuna/2016/SWE, complete genome",95342,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,unclassified Sapporo virus subspecies/strain,unclassified Sapporo virus strain,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
KX894315.1,7450,6804,714,"14,378493000","1,05722e+01","Sapovirus GII.8 isolate Hu/GII.8/Miaoli/05-099-515478/2014/TW polyprotein and minor structural protein genes, complete cds",1697440,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus GII.8,Sapovirus GII.8,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
LC190463.1,7448,1838,28,"0,570841300","4,14708e-01","Sapovirus Hu/GII/JP/2010/Kashiwa1 genomic RNA, complete genome, strain: Kashiwa 1",1907585,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GII/JP/2010/Kashiwa1,Sapovirus Hu/GII/JP/2010/Kashiwa1,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
LC380411.1,7443,2767,45,"0,911970400","6,66943e-01","Sapovirus Hu/GI.6/Nichinan/FP05284/2005/JPN genomic RNA, complete genome",2169442,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Humans,Human and other animals,Sapovirus Hu/GI.6/Nichinan/FP05284/2005/JPN,Sapovirus Hu/GI.6/Nichinan/FP05284/2005/JPN,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
